LIMIT_BAL,LIMIT_BAL_CAT,EDUCATION,MARRIAGE,AGE,AGE_CAT,SEX,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,AVG_PAYMENT,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
10000,low,university,married,30,midage,male,-1,-1,-1,-1,-2,-2,-1,390,0,780,0,0,0,0,780,0,0,0,0,0
50000,low,highschool,single,25,young,male,0,0,0,0,2,2,1,47727,45926,47095,49485,49083,45187,2100,2200,3500,2000,0,5151,1
90000,moderate,graduateschool,single,29,young,female,-1,-1,-1,-1,0,0,-1,6146,6193,0,3199,1888,0,6198,200,3199,0,0,0,1
20000,low,university,single,24,young,female,0,0,0,0,0,0,0,14367,16130,18136,18258,19478,19866,2001,2600,701,1500,705,1000,1
200000,high,graduateschool,married,49,senior,male,2,-1,-1,-1,-1,0,0,416,416,416,0,832,416,416,416,0,1248,0,416,1
110000,moderate,highschool,married,37,midage,male,0,0,0,0,0,0,0,61807,62499,62162,60605,60272,60145,2300,2200,2300,2200,2300,2300,1
80000,moderate,university,married,40,senior,male,-1,-1,-1,0,0,0,0,5810,216,5741,6143,7039,26799,216,7741,500,1000,20000,1500,1
30000,low,university,married,27,young,female,2,0,0,2,0,0,1,25243,26261,29038,28289,28543,30544,1730,3500,0,1011,2450,0,1
160000,moderate,others,single,26,young,male,0,0,0,0,0,0,0,11152,11354,11486,12176,8044,0,5398,5676,8874,161,0,0,1
50000,low,university,single,38,midage,male,0,0,0,-2,-2,-2,-1,26533,16426,0,0,0,0,1000,0,0,0,0,0,1
240000,high,graduateschool,married,36,midage,male,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,high,highschool,single,44,senior,female,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,low,university,single,24,young,female,1,3,2,2,0,0,1,24171,23498,24235,23557,24025,24528,0,1400,0,850,880,884,0
290000,high,university,single,30,midage,female,0,0,0,-1,0,0,0,288994,296230,158127,234456,236813,211237,12549,7003,234456,9500,7592,7626,0
30000,low,university,single,23,young,female,2,0,0,0,0,0,0,30558,30363,29077,30029,26366,28916,1500,1600,1500,1000,3000,0,0
200000,high,graduateschool,single,40,senior,male,0,0,0,0,0,0,0,66052,68994,70825,73902,74943,76996,3800,3300,4000,2600,3000,3000,1
240000,high,graduateschool,single,45,senior,female,-2,-2,-2,-2,-2,-2,-2,103344,0,0,0,0,0,0,0,0,0,0,73826,1
20000,low,university,married,62,senior,male,0,0,0,-2,-2,-2,-1,19724,19581,0,0,0,0,1000,0,20500,0,0,0,0
20000,low,university,married,33,midage,female,0,0,0,0,0,0,0,17287,13864,14534,9662,8091,0,1572,1242,1020,2000,0,0,1
240000,high,graduateschool,single,29,young,female,0,0,0,0,0,0,0,236883,241574,244010,239778,191762,196015,8636,9303,8159,5449,5900,5323,1
320000,high,university,single,35,midage,female,-1,0,0,0,0,0,0,61687,59130,121486,22337,23358,13536,3500,3300,6000,5000,2000,3000,1
120000,moderate,university,married,26,young,male,0,0,0,0,0,0,0,47733,49609,47753,48950,50149,51159,3000,2000,2000,2000,2000,2000,1
80000,moderate,graduateschool,married,53,senior,male,0,0,0,0,0,-1,0,39298,40061,40502,15948,15915,390,1809,2030,1476,833,390,390,1
20000,low,highschool,married,33,midage,female,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,moderate,university,married,39,senior,male,3,2,-1,-1,-1,0,0,130819,124946,10212,2486,5170,6823,0,10252,2486,5170,3039,2386,1
80000,moderate,graduateschool,single,27,young,male,0,0,0,0,-1,0,0,76817,74554,43727,16307,1755,470,3000,1400,326,1755,0,39080,1
30000,low,highschool,single,22,young,female,1,2,2,0,0,0,1,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,0
50000,low,highschool,married,50,senior,female,0,0,0,0,0,0,0,36149,38078,36766,30490,26934,28118,3000,10000,5000,1500,2000,2000,0
220000,high,graduateschool,married,24,young,female,2,3,2,2,2,0,2,184761,178939,183158,183890,179764,181627,0,10000,6300,0,6118,6097,0
50000,low,university,married,57,senior,female,-1,-1,-1,-2,-2,-2,-2,173,274,0,0,0,0,274,0,0,0,0,2590,1
10000,low,highschool,married,42,senior,female,2,0,0,0,0,0,0,8965,8640,9412,9604,9800,0,1228,1000,192,196,0,8138,0
320000,high,others,single,36,midage,male,-2,-2,-2,-2,-2,-2,-2,2860,16021,0,0,0,0,16021,0,0,0,0,0,1
50000,low,highschool,married,52,senior,female,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
280000,high,university,married,34,midage,female,-2,-2,-2,-2,-2,-2,-2,6398,8321,12798,3581,10310,11717,8331,12805,3587,10361,11734,8800,1
210000,high,graduateschool,married,37,midage,male,-1,-1,-1,-1,-1,-1,-1,3094,565,1188,2667,546,578,565,1188,2667,546,578,2769,1
160000,moderate,university,single,28,young,female,3,2,2,2,2,2,2,110819,107629,113902,115543,118353,116298,0,9600,5000,4800,0,3900,0
170000,moderate,highschool,married,61,senior,female,1,-2,-2,-2,-1,-1,-1,0,0,0,0,200,0,0,0,0,200,0,0,1
180000,moderate,graduateschool,single,33,midage,female,2,-1,-1,-1,-1,-1,0,416,416,416,416,150,982,416,416,416,150,982,416,0
20000,low,university,married,39,senior,male,2,2,2,2,2,2,2,20591,20284,20645,20750,20300,20482,1500,1000,718,3,1800,0,0
180000,moderate,highschool,single,52,senior,male,0,0,0,0,0,0,0,77408,74156,75659,72046,70355,71208,3293,3350,3111,2615,2689,2766,1
180000,moderate,graduateschool,married,31,midage,female,-1,-1,-1,-1,-1,-1,-1,18710,45460,3700,0,228,-372,45460,3700,0,228,0,0,1
50000,low,university,single,48,senior,female,0,0,0,0,0,0,0,50894,49333,9923,10126,10113,10130,1385,1200,350,400,360,400,1
250000,high,graduateschool,single,30,midage,male,0,0,0,0,0,0,0,6476,10023,12947,16095,23343,26028,5000,5000,4000,10000,4000,5000,1
150000,moderate,graduateschool,married,39,senior,male,0,0,0,0,0,0,0,65627,64803,62844,61785,61136,57287,2982,2803,2019,2060,2098,2024,1
140000,moderate,graduateschool,single,31,midage,male,-1,-1,-1,-1,-1,-2,-1,4900,393,0,814,0,0,393,0,814,0,0,0,1
70000,moderate,university,married,31,midage,female,0,0,0,0,0,0,0,71065,69311,70882,68678,69030,66791,2566,2775,2381,3000,2452,2608,1
230000,high,graduateschool,single,32,midage,male,0,0,0,0,0,0,0,164634,166134,142049,106677,88091,60929,7326,10000,10000,3000,2000,2000,1
250000,high,graduateschool,single,41,senior,male,-1,3,2,2,2,-2,1,173,173,1573,1400,0,0,0,1400,0,0,0,0,0
80000,moderate,university,single,24,young,male,1,2,2,2,0,0,1,178541,174189,183197,177641,149806,141706,0,11900,6500,6500,5800,6500,0
160000,moderate,university,married,57,senior,male,-1,2,2,-1,-1,-1,0,2008,280,-110,187,197,307,0,0,687,400,500,700,1
50000,low,university,single,22,young,female,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,low,university,single,26,young,male,2,3,2,0,0,2,2,14962,14438,13921,15276,17019,18099,0,0,1900,3000,1500,0,1
50000,low,highschool,married,45,senior,male,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,low,graduateschool,single,36,midage,male,0,0,0,0,0,0,0,9934,10305,1394,1594,566,0,1000,1000,200,0,0,0,1
170000,moderate,unknown,married,37,midage,female,-2,-2,-1,-1,-1,-1,-1,743,0,16474,4650,2359,0,0,16474,4650,2359,0,1977,1
350000,high,graduateschool,single,35,midage,male,2,-1,-1,0,-1,-1,0,105,3298,50064,8003,8293,23080,3308,50206,40,8334,23102,5004,1
160000,moderate,graduateschool,single,29,young,male,-1,-1,-2,-1,0,0,-1,4908,0,0,3166,3166,0,0,0,3166,0,0,4493,1
500000,high,graduateschool,single,30,midage,female,1,-1,2,-1,-1,-1,0,17144,2447,1221,1157,1133,2107,3678,6,1162,1133,1010,5,1
20000,low,highschool,single,24,young,male,1,-2,-2,-2,-2,-2,-2,-1400,-1400,-1400,-1000,-1000,0,0,0,1000,0,1000,0,1
20000,low,university,single,27,young,male,1,-1,0,0,0,0,0,0,18965,20042,20115,20000,16433,18965,1391,1207,602,707,672,1
220000,high,university,single,46,senior,female,0,0,0,2,2,0,1,86957,85577,91266,88051,81803,79286,4000,12000,3100,0,2900,3000,0
100000,moderate,graduateschool,married,35,midage,male,1,2,2,2,2,0,2,17365,18102,17514,20207,19745,20263,1310,0,3000,0,1000,1000,1
470000,high,university,single,43,senior,female,-2,-2,-2,-2,-2,-2,-2,5631,404,-3,-3,352,0,404,0,0,355,0,2090,1
360000,high,graduateschool,single,31,midage,male,-1,-1,-1,0,0,-1,-1,735,51,20007,18498,18422,1842,51,20007,1590,1000,1842,390,1
110000,moderate,university,married,46,senior,female,-1,-1,-1,-1,-1,0,-1,2410,2151,2161,1719,107591,107940,2151,2161,1719,107591,5000,3500,1
30000,low,graduateschool,single,36,midage,female,0,0,2,0,-1,-1,0,14254,16598,15908,16029,6501,0,2890,0,321,6501,0,0,0
240000,high,university,married,43,senior,female,0,0,0,0,0,0,0,50120,48502,49001,47026,45827,39527,1781,2200,1923,1682,2000,2000,1
140000,moderate,graduateschool,single,36,midage,female,-1,-1,-1,0,0,-1,-1,780,177,1170,390,0,930,177,1170,0,0,930,0,1
130000,moderate,university,married,26,young,female,2,2,2,2,0,0,1,5169,6228,6065,3489,3489,1163,1300,1250,0,0,0,0,0
10000,low,university,married,50,senior,male,2,2,7,7,7,7,5,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0
30000,low,university,single,35,midage,male,1,3,2,2,2,2,2,14320,13808,13289,14068,14596,14212,0,0,1000,900,0,1431,0
60000,low,highschool,married,47,senior,female,0,0,0,0,0,0,0,59098,23100,17708,10148,9284,2241,1392,1000,203,186,347,17971,0
50000,low,highschool,0,27,young,female,2,0,-1,-1,-2,-2,-1,49929,49667,780,0,0,0,1750,780,0,0,0,0,1
300000,high,university,single,39,senior,female,-2,-2,-2,-2,-2,-2,-2,1028,0,0,0,0,0,0,0,0,0,0,0,0
50000,low,graduateschool,single,25,young,female,-1,-1,-1,-1,-1,-2,-1,390,0,390,780,0,0,0,390,780,0,0,0,0
150000,moderate,graduateschool,married,43,senior,male,-1,3,2,-1,-1,-1,0,832,832,416,416,416,416,0,416,416,416,416,0,0
50000,low,university,single,24,young,male,0,0,0,0,0,0,0,23553,21507,17827,7655,7881,8248,1700,2000,500,500,500,1000,1
500000,high,graduateschool,married,34,midage,female,-2,-2,-1,2,2,-2,0,0,0,3500,3500,0,0,0,3500,0,0,0,0,0
90000,moderate,university,single,25,young,male,0,0,-1,-1,0,-1,0,2381,2908,1051,2422,1051,1051,1800,1052,2422,0,1051,83573,1
110000,moderate,highschool,single,43,senior,female,2,2,0,0,0,0,1,114614,111306,112173,93675,59095,60336,0,5000,3000,2100,2500,2100,0
500000,high,graduateschool,married,35,midage,female,0,0,0,0,0,0,0,35176,36193,44157,48322,21593,13866,2504,10004,5178,1047,2019,1004,0
200000,high,highschool,married,48,senior,male,-2,-2,-2,-2,-2,-2,-2,2772,3831,8640,433,14398,3475,4127,8683,436,14595,3516,7651,1
50000,low,university,single,21,young,male,0,0,0,0,0,0,0,21023,27270,11342,8305,7288,0,3000,1000,0,0,0,0,1
130000,moderate,graduateschool,married,35,midage,female,0,0,0,0,0,0,0,23693,27228,30795,38637,39259,72981,4257,4338,8399,1260,34721,5202,1
370000,high,university,single,29,young,female,4,3,2,0,0,0,2,390509,382898,365461,304436,311426,275628,0,0,10019,11000,10000,10000,0
50000,low,university,married,32,midage,male,0,0,0,-1,2,0,0,50564,49710,0,50551,40590,39384,2686,0,50551,0,1600,1500,1
120000,moderate,university,married,42,senior,female,2,2,3,2,2,3,2,25809,29366,28615,29347,30868,30099,4300,0,1500,2300,0,0,0
20000,low,highschool,single,32,midage,male,0,0,2,2,2,0,1,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,0
50000,low,university,married,50,senior,male,0,0,0,0,0,0,0,6449,7314,8474,8488,8665,8843,1129,1289,303,313,321,472,1
230000,high,graduateschool,married,51,senior,female,-1,-1,-1,-1,-1,-1,-1,986,2295,2754,74,3381,2308,2295,2764,74,3381,2308,2381,0
200000,high,graduateschool,married,57,senior,male,-1,-1,-1,0,0,0,0,1964,2684,11764,9830,669,-716,2698,11764,1000,0,0,2000,1
200000,high,university,single,40,senior,male,1,2,2,0,0,0,1,193773,196323,181932,132127,132245,138104,7350,261,6206,5006,9406,6,0
180000,moderate,graduateschool,single,23,young,male,0,0,0,0,0,0,0,177998,167021,148713,129518,125868,121823,7000,6000,5000,5000,4416,4577,1
340000,high,highschool,married,44,senior,female,3,3,2,0,0,0,1,160596,155508,149627,150733,140171,134203,6,8,5117,5008,5021,6026,0
20000,low,highschool,married,49,senior,female,0,0,0,0,0,0,0,17543,17888,18577,18111,19114,17038,2100,1700,3500,2000,1000,1000,0
210000,high,university,married,41,senior,male,1,2,0,0,0,0,0,149343,145319,86335,69670,59502,119494,0,5000,3600,2000,2000,5000,1
50000,low,university,single,23,young,female,0,0,0,0,0,0,0,15167,16393,14195,14859,9446,7246,1523,1353,1017,1000,1000,0,1
100000,moderate,graduateschool,single,25,young,female,2,0,0,2,0,0,1,97570,87923,91078,86433,65149,64810,4100,5514,2500,3000,4000,3000,0
220000,high,graduateschool,married,37,midage,female,-2,-2,-2,-2,-2,-2,-2,14298,100606,11202,21683,10860,12534,101405,11202,21778,10860,12534,7923,1
120000,moderate,university,single,28,young,female,-1,2,2,-2,-2,-2,0,200,200,0,0,0,0,0,0,0,0,0,0,0
80000,moderate,university,married,29,young,female,0,0,0,0,0,0,0,78293,79555,77025,76991,79066,75356,3161,4000,3000,3500,3100,5700,1
80000,moderate,university,married,41,senior,male,0,0,0,0,0,0,0,12781,9994,10704,9201,6275,2678,2000,4000,1000,1000,1000,1000,1
50000,low,graduateschool,single,34,midage,male,1,2,2,2,2,2,2,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,1
100000,moderate,university,single,25,young,male,0,0,0,0,0,0,0,83749,85463,87189,89539,91258,93343,4000,4000,4100,4000,3241,5000,1
150000,moderate,graduateschool,married,35,midage,male,0,0,0,0,0,0,0,160292,153981,129725,103050,54447,46943,6100,5100,4200,1900,1600,1500,0
550000,high,graduateschool,single,28,young,female,0,0,0,0,0,0,0,257553,251236,246572,240595,237968,220199,12036,9071,8022,6797,7095,6469,1
140000,moderate,university,married,33,midage,female,1,-1,-1,-1,-1,-1,-1,-23,5742,0,1920,1180,0,5765,0,1920,1180,0,60000,1
80000,moderate,graduateschool,single,28,young,male,0,0,0,0,0,0,0,75923,57259,50845,36207,32515,15128,2500,2548,2500,1100,1000,1000,1
150000,moderate,university,married,41,senior,female,2,2,2,2,2,2,2,68571,69845,71434,72365,73377,75052,3000,3300,2700,2800,3000,2800,0
10000,low,university,married,37,midage,male,0,0,0,-1,-1,-1,0,8487,9003,0,390,4555,5165,2008,0,390,4555,1000,6810,1
200000,high,university,married,47,senior,male,-1,-1,0,0,0,0,0,42114,227075,217016,200316,169815,88071,235728,10000,5210,4009,3186,55152,0
300000,high,university,married,51,senior,female,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,low,university,single,32,midage,male,2,0,0,0,0,0,0,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0,1
290000,high,university,single,30,midage,male,2,2,0,0,0,2,1,270131,213484,197238,202680,133478,131024,0,9000,10500,17000,0,3500,0
20000,low,graduateschool,single,26,young,male,-1,-1,0,-1,0,0,0,587,2195,1758,3720,3820,0,2195,1500,3720,100,0,0,1
60000,low,university,married,27,young,female,0,0,0,0,0,0,0,43757,29772,30710,28914,29823,28916,2000,2000,1500,1500,1500,1100,1
240000,high,university,married,33,midage,male,0,0,0,0,0,0,0,225312,229394,232686,195509,198861,202057,8000,7400,6500,7000,7000,7000,1
80000,moderate,graduateschool,single,27,young,male,-1,-1,-1,-1,-1,-1,-1,400,600,600,100,900,2934,600,600,100,900,2934,0,1
60000,low,unknown,single,23,young,male,-1,-1,-1,-1,-1,-1,-1,5363,262,-144,450,202,196,1000,0,1000,0,400,300,1
460000,high,graduateschool,single,34,midage,female,1,-2,-2,-2,-2,-2,-2,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,1
10000,low,university,single,22,young,female,0,0,-1,-1,0,0,0,7828,8507,511,7696,8696,7660,1009,511,7696,1000,0,0,1
200000,high,graduateschool,single,29,young,male,-1,-1,-1,-1,-1,-1,-1,3773,3990,9048,4700,800,4082,4029,9048,4700,800,4082,0,1
280000,high,university,married,44,senior,female,2,2,2,2,2,2,2,186149,181779,192189,195517,199250,195874,0,15000,8000,7000,0,15000,0
140000,moderate,graduateschool,single,27,young,female,0,0,0,0,0,0,0,142428,144105,143952,142590,142650,142620,10000,10000,6000,6000,6000,5600,1
170000,moderate,university,single,50,senior,female,-1,-1,-1,-1,-1,-1,-1,10072,2417,199,1628,0,4968,2417,199,1628,0,4968,0,1
70000,moderate,graduateschool,single,33,midage,male,0,0,0,0,-2,-2,-1,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,1
500000,high,highschool,married,28,young,female,0,0,0,0,0,0,0,22848,23638,18878,14937,13827,15571,1516,1300,1000,1000,2000,2000,0
50000,low,graduateschool,single,25,young,female,2,2,2,2,2,2,2,45708,48862,47748,50799,49904,49978,3900,0,3800,0,4000,0,0
20000,low,university,single,23,young,male,1,2,0,0,0,-2,0,9352,9059,9823,10023,0,0,0,1000,200,0,0,0,0
200000,high,university,single,29,young,male,-1,0,0,2,0,0,0,10538,16201,20926,20260,24754,29383,6201,5000,0,5000,5054,5054,0
120000,moderate,university,single,25,young,male,0,0,2,0,0,0,0,11147,9757,9423,3345,2929,2520,2446,438,1000,0,7,0,1
210000,high,graduateschool,married,36,midage,female,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,high,university,married,36,midage,male,0,0,0,0,0,0,0,42512,23991,22416,17016,12567,17199,3000,2010,3000,3000,5000,5000,1
210000,high,graduateschool,married,53,senior,male,-1,-1,-1,-1,-1,-1,-1,6060,5934,9303,10976,2543,3483,5983,9331,11008,2550,3493,1308,1
50000,low,highschool,married,42,senior,male,0,0,0,0,0,0,0,42238,29224,23807,17623,17974,18350,1425,2000,1293,644,666,676,1
200000,high,graduateschool,single,32,midage,male,-1,-1,-1,-1,-1,2,0,5494,19614,628,628,1604,668,19614,628,628,1604,0,168,0
200000,high,university,single,36,midage,female,0,0,0,0,0,0,0,131694,122349,112715,102542,92335,81667,4269,3891,3488,3250,2755,2530,1
30000,low,university,single,29,young,male,2,0,0,-2,-2,-2,-1,28603,28785,0,0,0,0,1000,0,0,0,0,0,0
10000,low,university,single,22,young,male,0,0,0,0,0,0,0,8780,4060,2774,3764,4001,5134,1100,1300,1200,300,1200,0,1
160000,moderate,university,married,50,senior,male,-1,-1,-1,-1,-1,-1,-1,269,0,697,697,895,1341,0,697,697,895,1341,402,1
220000,high,graduateschool,married,35,midage,male,0,0,0,0,0,0,0,21960,21860,25463,28036,34552,43827,2000,4000,3000,7000,11000,3000,1
300000,high,graduateschool,married,32,midage,female,-1,-1,-1,-1,0,0,-1,3092,1589,2039,13926,13804,11600,1589,2039,13926,1304,0,5355,1
140000,moderate,graduateschool,single,37,midage,female,1,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,1
200000,high,university,single,29,young,male,0,0,0,0,0,0,0,69182,69862,44150,43874,41378,832,3000,3500,1500,500,1000,109586,1
70000,moderate,university,single,25,young,female,0,0,0,0,0,0,0,63745,55670,47413,44590,45890,47126,2294,2100,1600,2000,2000,1750,0
130000,moderate,university,married,35,midage,female,0,0,0,0,0,0,0,125989,127884,128231,127677,125675,127318,6500,6500,6201,5000,5500,5100,1
30000,low,university,single,34,midage,male,0,0,4,3,2,0,2,19785,24633,23961,23289,22779,51224,5500,0,0,0,3400,512,1
120000,moderate,university,married,25,young,female,2,0,0,2,0,0,1,17488,19002,20805,18271,18128,16405,3000,3000,0,961,2000,2056,0
50000,low,university,single,40,senior,male,0,0,0,0,0,0,0,42807,32187,48600,7514,9336,-177,10000,21019,1500,3000,1210,7900,1
80000,moderate,graduateschool,single,33,midage,female,-2,-2,-2,-2,-1,0,-2,0,747,0,0,3937,2359,747,0,0,3937,0,0,1
280000,high,graduateschool,married,42,senior,male,0,0,0,0,0,0,0,173092,160948,146106,97334,91671,81030,5853,4422,3138,2817,2927,2334,0
100000,moderate,graduateschool,single,39,senior,male,-1,-1,-1,-1,-1,-1,-1,1442,1261,1411,1411,1075,1139,1261,1411,1411,1075,1500,0,1
50000,low,university,married,27,young,male,-1,-1,2,-1,-1,-1,0,819,3003,1677,1177,1313,1085,2184,5,1180,1316,1088,0,1
330000,high,graduateschool,single,29,young,female,-1,0,0,0,0,-1,0,9894,11877,14949,34292,8832,11304,3000,5001,22000,1000,11304,275,1
70000,moderate,graduateschool,single,28,young,female,0,-1,-1,-1,-1,-1,-1,12018,39270,603,2288,1380,2028,39270,603,2288,1380,2028,390,1
70000,moderate,university,single,30,midage,male,0,0,0,0,0,0,0,68668,65750,67879,69161,68264,61757,2347,3182,3144,2600,2360,1300,1
360000,high,university,0,38,midage,male,-1,-1,-1,-2,-2,-2,-2,176,252,0,0,0,0,252,0,0,0,0,0,1
230000,high,graduateschool,married,37,midage,male,1,-1,-1,2,-1,0,0,0,2062,5056,3050,3700,1900,2062,3050,0,3700,0,2436,0
70000,moderate,university,single,26,young,male,0,0,0,0,0,0,0,69900,67591,68338,26916,27480,28043,2506,1925,1000,997,1020,1100,1
50000,low,highschool,single,57,senior,female,2,2,-2,-2,-2,-2,-1,50525,0,0,0,0,0,0,0,0,0,0,0,0
230000,high,graduateschool,single,44,senior,male,-2,-1,-1,-1,-1,-1,-1,5419,3288,806,1467,9192,4388,3306,806,1500,9216,4388,0,1
50000,low,university,married,44,senior,female,0,0,0,0,0,0,0,50496,47955,48751,37140,19535,19492,2007,10109,1514,1000,1000,1000,1
20000,low,university,single,37,midage,male,3,2,2,7,7,7,5,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0
200000,high,graduateschool,single,32,midage,female,-1,-1,-1,-1,-1,-1,-1,8479,2021,1050,0,400,976,2021,1050,0,400,976,1123,1
10000,low,highschool,married,41,senior,female,-1,2,-1,-1,2,2,0,1838,1651,172,2034,2069,1891,0,179,2034,214,0,283,0
70000,moderate,university,single,23,young,female,0,0,0,0,0,0,0,32244,33549,34308,35638,36046,36958,1841,1600,1900,1300,1489,1800,1
200000,high,graduateschool,single,29,young,male,-1,0,0,0,0,2,0,1124,1206,1292,1778,2064,1000,1000,1000,1400,1200,0,1203,1
